"","Name","site","loc","trans","date","lat","long","year","campaign","trannum","loc2","WatershedArea","percshale","colluvial_perc","piedmont_perc","alluvial_perc","bedrock_perc","fluvial_perc","glaciogenic_perc","moraine_perc","organic_perc","lakeperc","scaledgpp","scalednpp","meanelev_m","meanslope_deg","barrenland_perc","forest_perc","grassland_perc","lichenmoss_perc","shrubland_perc","water_perc","urbanbuilt_perc","wetland_perc","percslump2016","percslump17act","percslump17all","slumpacccount","strahlerimpactacc","wmeanSOCC_100CM","gldistkm","meanrough","strahlerstream"
"11","S2DNTS5160617","S2","DN","TS-5",2016-08-09,67.158752,-135.663763,2016,"2016transect",3,"DN",18.66760934,92.7529575226416,53.4854312648661,46.5145687351339,NA,NA,NA,NA,NA,NA,0,0.2256585608,0.2714185425,656.301759221144,9.6110578525533,11.2696136688196,2.57304609211125,1.53158094735372,74.0752334716752,10.4587806072094,0.0917452128307276,NA,NA,2.22856507036238,NA,2.22856507580982,NA,NA,21.4607359163452,5.61807229967227,6.89013786353669,NA
"12","S2DNTS5160617","S2","DN","TS-5",2016-07-30,67.158752,-135.663763,2016,"2016transect",2,"DN",18.66760934,92.7529575226416,53.4854312648661,46.5145687351339,NA,NA,NA,NA,NA,NA,0,0.2256585608,0.2714185425,656.301759221144,9.6110578525533,11.2696136688196,2.57304609211125,1.53158094735372,74.0752334716752,10.4587806072094,0.0917452128307276,NA,NA,2.22856507036238,NA,2.22856507580982,NA,NA,21.4607359163452,5.61807229967227,6.89013786353669,NA
"13","S2INTSINFLOW2160617","S2","IN","TS-INFLOW2",2016-07-30,67.1586899,-135.664985,2016,"2016transect",2,"IN",8.978799792,93.7081040182235,48.1136262861966,51.8863737138034,NA,NA,NA,NA,NA,NA,0,0.226699244,0.2737274473,660.722619090026,9.79747291302414,10.0368385494809,1.90627550656677,0.536555196574584,75.9347237799393,11.5754266231695,0.0101803442688301,NA,NA,1.38404015407763,NA,1.38404015155441,NA,NA,21.3413512540404,5.57343745188224,7.20887151464884,NA
"14","S2INTSINFLOW2160617","S2","IN","TS-INFLOW2",2016-06-17,67.1586899,-135.664985,2016,"2016transect",1,"IN",8.978799792,93.7081040182235,48.1136262861966,51.8863737138034,NA,NA,NA,NA,NA,NA,0,0.226699244,0.2737274473,660.722619090026,9.79747291302414,10.0368385494809,1.90627550656677,0.536555196574584,75.9347237799393,11.5754266231695,0.0101803442688301,NA,NA,1.38404015407763,NA,1.38404015155441,NA,NA,21.3413512540404,5.57343745188224,7.20887151464884,NA
"15","S2INTSINFLOW2160617","S2","IN","TS-INFLOW2",2016-08-09,67.1586899,-135.664985,2016,"2016transect",3,"IN",8.978799792,93.7081040182235,48.1136262861966,51.8863737138034,NA,NA,NA,NA,NA,NA,0,0.226699244,0.2737274473,660.722619090026,9.79747291302414,10.0368385494809,1.90627550656677,0.536555196574584,75.9347237799393,11.5754266231695,0.0101803442688301,NA,NA,1.38404015407763,NA,1.38404015155441,NA,NA,21.3413512540404,5.57343745188224,7.20887151464884,NA
"16","S2UPTS4160617","S2","UP","TS-4",2016-07-30,67.158494,-135.664966,2016,"2016transect",2,"UP",9.671188997,91.8529884537188,58.4446177811432,41.5553822188568,NA,NA,NA,NA,NA,NA,0,0.2246426467,0.2692499453,652.626951280163,9.42232680642199,12.4346643006628,3.15021472070157,2.45816092755064,72.4539608175049,9.33536141823486,0.167637815345226,NA,NA,3.01668883819201,NA,3.01668881069842,NA,NA,21.5713198173211,5.57917395940729,6.56020735905733,NA
"17","S2UPTS4160617","S2","UP","TS-4",2016-08-09,67.158494,-135.664966,2016,"2016transect",3,"UP",9.671188997,91.8529884537188,58.4446177811432,41.5553822188568,NA,NA,NA,NA,NA,NA,0,0.2246426467,0.2692499453,652.626951280163,9.42232680642199,12.4346643006628,3.15021472070157,2.45816092755064,72.4539608175049,9.33536141823486,0.167637815345226,NA,NA,3.01668883819201,NA,3.01668881069842,NA,NA,21.5713198173211,5.57917395940729,6.56020735905733,NA
"18","S2UPTS4160617","S2","UP","TS-4",2016-06-17,67.158494,-135.664966,2016,"2016transect",1,"UP",9.671188997,91.8529884537188,58.4446177811432,41.5553822188568,NA,NA,NA,NA,NA,NA,0,0.2246426467,0.2692499453,652.626951280163,9.42232680642199,12.4346643006628,3.15021472070157,2.45816092755064,72.4539608175049,9.33536141823486,0.167637815345226,NA,NA,3.01668883819201,NA,3.01668881069842,NA,NA,21.5713198173211,5.57917395940729,6.56020735905733,NA
"19","S3DNTS7160730","S3","DN","TS-7",2016-07-30,67.160852,-135.650936,2016,"2016transect",2,"DN",39.78944508,81.9274739290924,65.1912095705674,34.8087904294326,NA,NA,NA,NA,NA,NA,0.00178664446694363,0.2192616425,0.266009972,684.170037580215,10.5203474229118,17.626293930897,2.14623640887976,1.67885768593413,66.648303051805,11.0713809093945,0.125052464782932,0.70208890384522,NA,1.23185674617452,0.101087961631528,1.24148748789682,NA,NA,21.122573072128,6.02604619282297,7.9921679495863,NA
"20","S3INTSINFLOW3160730","S3","IN","TS-INFLOW3",2016-07-30,67.160749,-135.65178,2016,"2016transect",2,"IN",20.79585283,71.926593357629,76.020224304029,23.979775695971,NA,NA,NA,NA,NA,NA,0.00341844741776611,0.2129936637,0.2608569481,712.885440711502,11.2880141331128,23.6087196942309,1.37270001446277,1.83737846092607,60.4377489934511,11.239792650021,0.156911237660066,1.34333050182954,NA,0.356462604816365,0.193415024056117,0.374889438422888,NA,NA,20.811534479189,5.99916089548446,8.86663999701114,NA
"21","S3UPTS6160730","S3","UP","TS-6",2016-07-30,67.1606019,-135.652022,2016,"2016transect",2,"UP",18.98960723,92.8758416496672,53.3248386989959,46.6751613010041,NA,NA,NA,NA,NA,NA,0,0.2261261213,0.2716543517,652.798605286778,9.67685477910505,11.0785211101025,2.9833411648886,1.50561078274,73.4616244315417,10.8807129703432,0.090189540383998,NA,NA,2.19077652866447,NA,2.19077651933411,NA,NA,21.4630973410789,6.01513416724509,7.03059955006391,NA
"22","SC-8B","SC-8B","NA","SS-0000",2017-07-25,67.32733,-135.11501,2017,"2017transect",1,"NA",917.4909926,79.7530711755633,36.6044753196042,32.0224118760059,4.59884743604771,0.0456683806224792,0.367481792830121,0.209099510075606,23.9072496823992,2.24476600241477,0.761182798276366,0.2364676812,0.2817592593,523.348916658155,7.44095951542629,9.19921201514643,10.5204230120421,1.03976940716407,51.4578985164982,26.4717422732832,0.519641296861458,0.0289076519460812,0.00127620804575569,0.467310120555788,0.412023100117055,0.50473317667058,109,94,20.4628963135317,32.0479090324859,5.03797066359467,6
"23","SDDN150704","SD","DN","SS-0000",2015-07-22,67.17998,-135.72739,2015,"2015shorttransects",2,"DN",1.089922212,24.0516935905616,100,NA,NA,NA,NA,NA,NA,NA,0,0.2165306916,0.2775055025,708.315448757962,6.92062523994646,11.075331221432,NA,NA,83.8082032172588,5.1164655613092,NA,NA,NA,1.64378365598678,1.64378369704488,1.64378365598681,NA,NA,21.6,2.13530971963797,3.13686046223426,NA
"24","SDDN150704","SD","DN","SS-0000",2015-08-16,67.17998,-135.72739,2015,"2015shorttransects",3,"DN",1.089922212,24.0516935905616,100,NA,NA,NA,NA,NA,NA,NA,0,0.2165306916,0.2775055025,708.315448757962,6.92062523994646,11.075331221432,NA,NA,83.8082032172588,5.1164655613092,NA,NA,NA,1.64378365598678,1.64378369704488,1.64378365598681,NA,NA,21.6,2.13530971963797,3.13686046223426,NA
"25","SDDN150704","SD","DN","SS-0000",2015-07-04,67.17998,-135.72739,2015,"2015shorttransects",1,"DN",1.089922212,24.0516935905616,100,NA,NA,NA,NA,NA,NA,NA,0,0.2165306916,0.2775055025,708.315448757962,6.92062523994646,11.075331221432,NA,NA,83.8082032172588,5.1164655613092,NA,NA,NA,1.64378365598678,1.64378369704488,1.64378365598681,NA,NA,21.6,2.13530971963797,3.13686046223426,NA
"26","SDDNTS100150704","SD","DN","TS-0100",2015-07-22,67.179252,-135.727857,2015,"2015shorttransects",2,"DNTS100m",1.111296911,23.5890824816013,100,NA,NA,NA,NA,NA,NA,NA,0,0.216808553,0.2776669854,706.744322685713,6.9588427997013,11.2349019544219,NA,NA,83.4615591074226,5.30353893815554,NA,NA,NA,1.61283398177857,1.612834044216,1.61283398177864,NA,NA,21.6,2.18436844854187,3.16065272343292,NA
"27","SDDNTS100150704","SD","DN","TS-0100",2015-08-16,67.179252,-135.727857,2015,"2015shorttransects",3,"DNTS100m",1.111296911,23.5890824816013,100,NA,NA,NA,NA,NA,NA,NA,0,0.216808553,0.2776669854,706.744322685713,6.9588427997013,11.2349019544219,NA,NA,83.4615591074226,5.30353893815554,NA,NA,NA,1.61283398177857,1.612834044216,1.61283398177864,NA,NA,21.6,2.18436844854187,3.16065272343292,NA
"28","SDDNTS100150704","SD","DN","TS-0100",2015-07-04,67.179252,-135.727857,2015,"2015shorttransects",1,"DNTS100m",1.111296911,23.5890824816013,100,NA,NA,NA,NA,NA,NA,NA,0,0.216808553,0.2776669854,706.744322685713,6.9588427997013,11.2349019544219,NA,NA,83.4615591074226,5.30353893815554,NA,NA,NA,1.61283398177857,1.612834044216,1.61283398177864,NA,NA,21.6,2.18436844854187,3.16065272343292,NA
"29","SDDNTS200150704","SD","DN","TS-0200",2015-07-22,67.178549,-135.726791,2015,"2015shorttransects",2,"DNTS200m",1.16137568,23.2721107634496,99.9540956145727,0.0459043854273588,NA,NA,NA,NA,NA,NA,0,0.2172296145,0.277874062,704.671502366699,6.96153663441399,11.2489959196982,NA,NA,83.4283446812487,5.32265939905307,NA,NA,NA,1.54328831826407,1.54328833871199,1.54328831826413,NA,NA,21.6,2.23590034627325,3.14769595293603,NA
"30","SDDNTS200150704","SD","DN","TS-0200",2015-07-04,67.178549,-135.726791,2015,"2015shorttransects",1,"DNTS200m",1.16137568,23.2721107634496,99.9540956145727,0.0459043854273588,NA,NA,NA,NA,NA,NA,0,0.2172296145,0.277874062,704.671502366699,6.96153663441399,11.2489959196982,NA,NA,83.4283446812487,5.32265939905307,NA,NA,NA,1.54328831826407,1.54328833871199,1.54328831826413,NA,NA,21.6,2.23590034627325,3.14769595293603,NA
"31","SDDNTS200150704","SD","DN","TS-0200",2015-08-16,67.178549,-135.726791,2015,"2015shorttransects",3,"DNTS200m",1.16137568,23.2721107634496,99.9540956145727,0.0459043854273588,NA,NA,NA,NA,NA,NA,0,0.2172296145,0.277874062,704.671502366699,6.96153663441399,11.2489959196982,NA,NA,83.4283446812487,5.32265939905307,NA,NA,NA,1.54328831826407,1.54328833871199,1.54328831826413,NA,NA,21.6,2.23590034627325,3.14769595293603,NA
"32","SDDNTS300150704","SD","DN","TS-0300",2015-07-04,67.177779,-135.725713,2015,"2015shorttransects",1,"DNTS300m",1.256094233,23.2663876970342,99.3548786398439,0.645121360156138,NA,NA,NA,NA,NA,NA,0,0.2181147621,0.2783072721,698.340523157702,7.04813173008195,11.2596671582145,NA,NA,83.1485814276354,5.59175141415007,NA,NA,NA,2.77290476937327,2.77290475489291,2.77290476937334,NA,NA,21.6,2.31725491967247,3.17253421430318,NA
"33","SDDNTS300150704","SD","DN","TS-0300",2015-07-22,67.177779,-135.725713,2015,"2015shorttransects",2,"DNTS300m",1.256094233,23.2663876970342,99.3548786398439,0.645121360156138,NA,NA,NA,NA,NA,NA,0,0.2181147621,0.2783072721,698.340523157702,7.04813173008195,11.2596671582145,NA,NA,83.1485814276354,5.59175141415007,NA,NA,NA,2.77290476937327,2.77290475489291,2.77290476937334,NA,NA,21.6,2.31725491967247,3.17253421430318,NA
"34","SDDNTS300150704","SD","DN","TS-0300",2015-08-16,67.177779,-135.725713,2015,"2015shorttransects",3,"DNTS300m",1.256094233,23.2663876970342,99.3548786398439,0.645121360156138,NA,NA,NA,NA,NA,NA,0,0.2181147621,0.2783072721,698.340523157702,7.04813173008195,11.2596671582145,NA,NA,83.1485814276354,5.59175141415007,NA,NA,NA,2.77290476937327,2.77290475489291,2.77290476937334,NA,NA,21.6,2.31725491967247,3.17253421430318,NA
"35","SDDNTS400150704","SD","DN","TS-0400",2015-07-22,67.177049,-135.72467,2015,"2015shorttransects",2,"DNTS400m",1.299262646,25.2615588671024,98.6067210786933,1.3932789213067,NA,NA,NA,NA,NA,NA,0,0.2184352625,0.2784735839,696.093995662193,7.04899259246103,11.2957317568673,NA,NA,83.2423466432262,5.40596378287488,NA,0.0559578170315651,NA,2.68077417439994,2.68077415630397,2.68077417440001,NA,NA,21.6,2.40267340037028,3.15280422816545,NA
"36","SDDNTS400150704","SD","DN","TS-0400",2015-08-16,67.177049,-135.72467,2015,"2015shorttransects",3,"DNTS400m",1.299262646,25.2615588671024,98.6067210786933,1.3932789213067,NA,NA,NA,NA,NA,NA,0,0.2184352625,0.2784735839,696.093995662193,7.04899259246103,11.2957317568673,NA,NA,83.2423466432262,5.40596378287488,NA,0.0559578170315651,NA,2.68077417439994,2.68077415630397,2.68077417440001,NA,NA,21.6,2.40267340037028,3.15280422816545,NA
"37","SDDNTS400150704","SD","DN","TS-0400",2015-07-04,67.177049,-135.72467,2015,"2015shorttransects",1,"DNTS400m",1.299262646,25.2615588671024,98.6067210786933,1.3932789213067,NA,NA,NA,NA,NA,NA,0,0.2184352625,0.2784735839,696.093995662193,7.04899259246103,11.2957317568673,NA,NA,83.2423466432262,5.40596378287488,NA,0.0559578170315651,NA,2.68077417439994,2.68077415630397,2.68077417440001,NA,NA,21.6,2.40267340037028,3.15280422816545,NA
"38","SDUP150704","SD","UP","SS-0000",2015-07-22,67.18331,-135.7291,2015,"2015shorttransects",2,"UP",0.92397189,22.7326628925593,100,NA,NA,NA,NA,NA,NA,NA,0,0.2149295216,0.2766436853,720.094305974268,6.56301831842496,12.0591115923017,NA,NA,83.0703938262773,4.87049458142104,NA,NA,NA,0.0163744497858123,0.0163744827433912,0.01637444978583,NA,NA,21.6,1.89724812255084,2.75540852078502,NA
"39","SDUP150704","SD","UP","SS-0000",2015-08-16,67.18331,-135.7291,2015,"2015shorttransects",3,"UP",0.92397189,22.7326628925593,100,NA,NA,NA,NA,NA,NA,NA,0,0.2149295216,0.2766436853,720.094305974268,6.56301831842496,12.0591115923017,NA,NA,83.0703938262773,4.87049458142104,NA,NA,NA,0.0163744497858123,0.0163744827433912,0.01637444978583,NA,NA,21.6,1.89724812255084,2.75540852078502,NA
"40","SDUP150704","SD","UP","SS-0000",2015-07-04,67.18331,-135.7291,2015,"2015shorttransects",1,"UP",0.92397189,22.7326628925593,100,NA,NA,NA,NA,NA,NA,NA,0,0.2149295216,0.2766436853,720.094305974268,6.56301831842496,12.0591115923017,NA,NA,83.0703938262773,4.87049458142104,NA,NA,NA,0.0163744497858123,0.0163744827433912,0.01637444978583,NA,NA,21.6,1.89724812255084,2.75540852078502,NA
"41","SEDN150706","SE","DN","SS-0000",2015-07-06,67.14892,-135.71573,2015,"2015shorttransects",1,"DN",5.547485726,85.7969604598435,80.1427873769319,19.8572126230681,NA,NA,NA,NA,NA,NA,0,0.2096347475,0.2579424538,727.232050376503,11.0405423107084,18.9760080263863,0.123696679176696,4.15552990730486,72.1772985856483,4.27521650204539,0.292250299438494,NA,NA,0.325677482856756,NA,0.325677477662078,NA,NA,21.5500005902635,3.43192338889635,7.98782860040836,NA
"42","SEDN150706","SE","DN","SS-0000",2015-07-21,67.14892,-135.71573,2015,"2015shorttransects",2,"DN",5.547485726,85.7969604598435,80.1427873769319,19.8572126230681,NA,NA,NA,NA,NA,NA,0,0.2096347475,0.2579424538,727.232050376503,11.0405423107084,18.9760080263863,0.123696679176696,4.15552990730486,72.1772985856483,4.27521650204539,0.292250299438494,NA,NA,0.325677482856756,NA,0.325677477662078,NA,NA,21.5500005902635,3.43192338889635,7.98782860040836,NA
"43","SEDN150706","SE","DN","SS-0000",2015-08-21,67.14892,-135.71573,2015,"2015shorttransects",3,"DN",5.547485726,85.7969604598435,80.1427873769319,19.8572126230681,NA,NA,NA,NA,NA,NA,0,0.2096347475,0.2579424538,727.232050376503,11.0405423107084,18.9760080263863,0.123696679176696,4.15552990730486,72.1772985856483,4.27521650204539,0.292250299438494,NA,NA,0.325677482856756,NA,0.325677477662078,NA,NA,21.5500005902635,3.43192338889635,7.98782860040836,NA
"44","SEDN160617","SE","DN","SS-0000",2016-06-17,67.149032,-135.714435,2016,"2016transect",1,"DN",5.578122382,85.8749673884098,80.0481370769662,19.9518629230338,NA,NA,NA,NA,NA,NA,0,0.2098357333,0.2581047116,726.270494642028,11.0271549388815,18.8717871406468,0.123017306705474,4.13270671883161,72.11143558437,4.47040806026171,0.290645189184391,NA,NA,0.323888775774838,NA,0.323888769008754,NA,NA,21.5502752005234,3.47521621159559,7.96643861410573,NA
"45","SEDN160725","SE","DN","SS-0000",2016-07-25,67.148827,-135.718356,2016,"2016transect",2,"DN",5.44927669,85.5409883031968,80.5781579809669,19.4218420190331,NA,NA,NA,NA,NA,NA,0,0.2090160942,0.2574318941,730.072323780224,11.0784621489586,19.2349400716255,0.125925984706566,4.23042234470539,72.1914289984949,3.91976526222915,0.29751733823841,NA,NA,0.136154624404977,NA,0.136154623576787,NA,NA,21.5490994833776,3.31880765203423,8.04339894062663,NA
"46","SEDN160725","SE","DN","SS-0000",2016-08-09,67.149032,-135.714435,2016,"2016transect",3,"DN",5.44927669,85.5409883031968,80.5781579809669,19.4218420190331,NA,NA,NA,NA,NA,NA,0,0.2090160942,0.2574318941,730.072323780224,11.0784621489586,19.2349400716255,0.125925984706566,4.23042234470539,72.1914289984949,3.91976526222915,0.29751733823841,NA,NA,0.136154624404977,NA,0.136154623576787,NA,NA,21.5490994833776,3.47521621159559,8.04339894062663,NA
"47","SEDNTS1000150706","SE","DN","TS-1000",2015-07-06,67.1503439,-135.6973959,2015,"2015shorttransects",1,"DNTS1000m",7.124157461,88.9402768142342,69.8448511286535,30.1551488713465,NA,NA,NA,NA,NA,NA,0,0.2162654455,0.2638339454,696.660548366307,10.1742818803831,15.6782155492775,0.841593943001001,3.26113039066163,73.4551669349913,6.53632165512165,0.227571526946962,NA,NA,0.560580264585587,NA,0.560580261739223,NA,NA,21.5610661063268,4.20211418351759,7.02385572061993,NA
"48","SEDNTS1000150706","SE","DN","TS-1000",2015-07-21,67.1503439,-135.6973959,2015,"2015shorttransects",2,"DNTS1000m",7.124157461,88.9402768142342,69.8448511286535,30.1551488713465,NA,NA,NA,NA,NA,NA,0,0.2162654455,0.2638339454,696.660548366307,10.1742818803831,15.6782155492775,0.841593943001001,3.26113039066163,73.4551669349913,6.53632165512165,0.227571526946962,NA,NA,0.560580264585587,NA,0.560580261739223,NA,NA,21.5610661063268,4.20211418351759,7.02385572061993,NA
"49","SEDNTS1000150821","SE","DN","TS-1000",2015-08-21,67.150567,-135.696428,2015,"2015shorttransects",3,"DNTS1000m",7.158363315,88.9931249685055,69.6706633881682,30.3293366118318,NA,NA,NA,NA,NA,NA,0,0.2164318909,0.2639462504,695.895529379789,10.1701417175682,15.6032983454972,0.87951681168145,3.24554731813253,73.4368885779434,6.60826485365878,0.226484093086566,NA,NA,0.588776128525375,NA,0.58877611990345,NA,NA,21.5612521493573,4.24000332849258,7.02817815303965,NA
"50","SEDNTS100150706","SE","DN","TS-0100",2015-07-06,67.149,-135.713907,2015,"2015shorttransects",1,"DNTS100m",5.612538102,85.961580871716,79.9670809668446,20.0329190331554,NA,NA,NA,NA,NA,NA,0,0.2100551111,0.2582837271,725.332416571578,11.0057389848367,18.7808743373664,0.134260034396366,4.10736515228082,72.1131248613042,4.57551264833175,0.288862966320421,NA,NA,0.321902719600733,NA,0.32190271097606,NA,NA,21.5505801087105,3.50867570295886,7.93853555172846,NA
"51","SEDNTS100150706","SE","DN","TS-0100",2015-07-21,67.149,-135.713907,2015,"2015shorttransects",2,"DNTS100m",5.612538102,85.961580871716,79.9670809668446,20.0329190331554,NA,NA,NA,NA,NA,NA,0,0.2100551111,0.2582837271,725.332416571578,11.0057389848367,18.7808743373664,0.134260034396366,4.10736515228082,72.1131248613042,4.57551264833175,0.288862966320421,NA,NA,0.321902719600733,NA,0.32190271097606,NA,NA,21.5505801087105,3.50867570295886,7.93853555172846,NA
"52","SEDNTS100150821","SE","DN","TS-0100",2015-08-21,67.149019,-135.713051,2015,"2015shorttransects",3,"DNTS100m",5.632683185,86.011788576172,79.9971146445293,20.0028853554707,NA,NA,NA,NA,NA,NA,0,0.2101806443,0.2583895967,724.625569233977,11.0026666063814,18.7137054200709,0.153030602660002,4.09267535321926,72.0571251293157,4.69563363328128,0.287829861452884,NA,NA,0.32075145239726,NA,0.320751442017327,NA,NA,21.5507568564818,3.54608909475332,7.92956479372162,NA
"53","SEDNTS200150706","SE","DN","TS-0200",2015-07-21,67.149057,-135.712145,2015,"2015shorttransects",2,"DNTS200m",5.678003717,86.1234389064704,79.9436270027749,20.0563729972251,NA,NA,NA,NA,NA,NA,0,0.210481949,0.2586282134,723.433898528663,10.9679391080268,18.5643377185914,0.195529863881493,4.06000873286323,72.1465674770128,4.74802372578485,0.285532481866249,NA,NA,0.318191280713461,NA,0.31819128594371,NA,NA,21.5511499026739,3.59899894645503,7.89624392566459,NA
"54","SEDNTS200150706","SE","DN","TS-0200",2015-07-06,67.149057,-135.712145,2015,"2015shorttransects",1,"DNTS200m",5.678003717,86.1234389064704,79.9436270027749,20.0563729972251,NA,NA,NA,NA,NA,NA,0,0.210481949,0.2586282134,723.433898528663,10.9679391080268,18.5643377185914,0.195529863881493,4.06000873286323,72.1465674770128,4.74802372578485,0.285532481866249,NA,NA,0.318191280713461,NA,0.31819128594371,NA,NA,21.5511499026739,3.59899894645503,7.89624392566459,NA
"55","SEDNTS200150821","SE","DN","TS-0200",2015-08-21,67.148944,-135.711197,2015,"2015shorttransects",3,"DNTS200m",5.721443208,86.2287951142247,79.8292870989125,20.1707129010875,NA,NA,NA,NA,NA,NA,0,0.2107585444,0.2588325297,722.11623494317,10.9594497016169,18.4233900639291,0.240526147114492,4.02918357133686,72.1340829919297,4.88945261720853,0.283364608481321,NA,NA,0.315775449437485,NA,0.315775454889245,NA,NA,21.5515207914672,3.62770875587262,7.87949498860168,NA
